FID,名称,经度,纬度,X,Y,Brand,Ak,Pk
531,老刘家胡辣汤,113.626513,34.825948,740305.7859,3858432.371,Others,5,4
532,杨孝业特优滋补胡辣汤八十八店,113.626288,34.825172,740287.451,3858345.713,Others,5,4
533,北舞渡胡辣汤,113.638111,34.812814,741405.5244,3857002.646,Beiwudu,8,6
534,逍遥镇春意牛肉胡辣汤,113.652606,34.812318,742733.7053,3856982.596,Xiaoyaozhen,10,7
535,逍遥镇王忠圈胡辣汤,113.652843,34.815572,742745.8452,3857344.295,Xiaoyaozhen,10,7
536,北舞渡胡辣汤,113.652226,34.815024,742690.9816,3857281.985,Beiwudu,8,6
537,聚中原胡辣汤,113.650117,34.815317,742497.0907,3857309.399,Others,5,4
538,逍遥镇李氏胡辣汤,113.643478,34.816801,741885.1009,3857458.053,Xiaoyaozhen,10,7
539,文重逍遥镇胡辣汤,113.628548,34.823068,740500.398,3858117.634,Xiaoyaozhen,10,7
540,周口胡辣汤,113.632569,34.818917,740880.4872,3857666.618,Others,5,4
541,逍遥镇胡辣汤,113.629405,34.824866,740573.596,3858319.23,Xiaoyaozhen,10,7
542,大坑沿张记胡辣汤,113.628694,34.825818,740505.758,3858423.175,Others,5,4
543,豫永兴胡辣汤,113.629452,34.823712,740581.256,3858191.274,Others,5,4
544,逍遥镇刘一碗胡辣汤,113.63062,34.823821,740687.8309,3858206.174,Xiaoyaozhen,10,7
545,老高牛肉胡辣汤,113.610443,34.832797,738815.3543,3859154.049,Others,5,4
546,汤王胡辣汤,113.625223,34.832081,740169.9082,3859109.909,Others,5,4
547,老逍遥胡辣汤,113.625066,34.830889,740159.0057,3858977.247,Xiaoyaozhen,10,7
548,姚红伟优质胡辣汤,113.624754,34.835074,740118.2934,3859440.943,Others,5,4
549,精宴胡辣汤,113.624654,34.834855,740109.7793,3859416.399,Others,5,4
550,方团结胡辣汤,113.620239,34.835523,739703.8477,3859479.963,Others,5,4
551,早到晚胡辣汤,113.65774,34.81287,743202.0001,3857056.298,Others,5,4
552,正宗优质牛肉胡辣汤,113.673356,34.815419,744623.7961,3857377.175,Others,5,4
553,高伟逍遥镇胡辣汤,113.672711,34.815493,744564.5419,3857383.814,Xiaoyaozhen,10,7
554,鑫和牛肉胡辣汤,113.662279,34.827902,743573.1614,3858735.559,Others,5,4
555,逍遥镇滋补牛肉胡辣汤,113.687853,34.813118,745957.52,3857157.279,Xiaoyaozhen,10,7
556,来壹碗菌香胡辣汤,113.687949,34.813169,745966.1553,3857163.174,Others,5,4
557,西华县逍遥镇马家胡辣汤,113.695428,34.811773,746654.8771,3857026.62,Xiaoyaozhen,10,7
558,逍遥胖哥胡辣汤,113.690034,34.821967,746130.8029,3858144.695,Xiaoyaozhen,10,7
559,老陈逍遥胡辣汤,113.692249,34.822711,746331.3045,3858232.706,Xiaoyaozhen,10,7
560,李中辉胡辣汤,113.693357,34.825736,746423.6899,3858571.145,Others,5,4
561,方永结胡辣汤,113.691725,34.825177,746276.0003,3858505.095,Others,5,4
562,西华闯哥胡辣汤,113.685971,34.819949,745764.9533,3857910.768,Others,5,4
563,老何家逍遥镇胡辣汤,113.684566,34.822077,745630.0404,3858143.49,Xiaoyaozhen,10,7
564,张记北舞渡胡辣汤,113.686148,34.820913,745778.2868,3858018.187,Beiwudu,8,6
565,方中山胡辣汤,113.684773,34.818858,745658.5508,3857786.752,Fangzhongshan,9,10
566,逍遥镇胡辣汤,113.679135,34.828269,745114.6288,3858817.383,Xiaoyaozhen,10,7
567,潘记胡辣汤,113.677694,34.824184,744994.8665,3858360.507,Others,5,4
568,尚品牛肉胡辣汤,113.681699,34.831522,745339.6118,3859184.675,Others,5,4
569,常记胡辣汤,113.685539,34.836712,745675.5782,3859770.07,Others,5,4
570,何老大牛排胡辣汤,113.680407,34.842024,745190.2111,3860347.026,Others,5,4
571,老丁家胡辣汤,113.682006,34.841886,745336.9269,3860335.625,Others,5,4
572,遥优质胡辣汤,113.689769,34.840811,746050.4329,3860235.358,Others,5,4
573,景大胡辣汤羊汤,113.664739,34.828645,743796.093,3858823.998,Others,5,4
574,郑老大牛牛包胡辣汤,113.672599,34.828957,744514.4611,3858877.771,Others,5,4
575,刘记逍遥镇胡辣汤,113.666326,34.837931,743913.9106,3859858.416,Xiaoyaozhen,10,7
576,孙老大逍遥镇胡辣汤,113.666181,34.836002,743906.3375,3859643.983,Xiaoyaozhen,10,7
577,小喜哥牛肉胡辣汤,113.669174,34.842955,744159.6599,3860422.915,Others,5,4
578,方中山胡辣汤,113.670553,34.842543,744287.0528,3860380.553,Fangzhongshan,9,10
579,逍遥镇牛肉胡辣汤,113.668833,34.842879,744128.684,3860413.65,Xiaoyaozhen,10,7
580,正宗逍遥镇胡辣汤,113.677168,34.842709,744891.8172,3860415.125,Xiaoyaozhen,10,7
581,老杜家逍遥镇胡辣汤,113.668033,34.862487,743997.5361,3862587.796,Xiaoyaozhen,10,7
582,西华县三姐妹胡辣汤,113.669224,34.862454,744106.5808,3862587.037,Others,5,4
583,方大同胡辣汤,113.67333,34.860143,744489.024,3862340.578,Others,5,4
584,方中山胡辣汤,113.671897,34.860182,744357.8205,3862341.409,Fangzhongshan,9,10
585,优质胡辣汤,113.653717,34.859343,742697.2222,3862204.088,Others,5,4
586,纯手工羊肉烩面逍遥镇胡辣汤,113.663037,34.866043,743530.0329,3862970.279,Xiaoyaozhen,10,7
587,正宗逍遥镇胡辣汤,113.683635,34.874376,745389.3797,3863945.374,Xiaoyaozhen,10,7
588,伊光胡辣汤,113.662966,34.870684,743509.843,3863485.165,Others,5,4
589,逍遥镇牛肉胡辣汤,113.660207,34.876244,743241.0957,3864095.507,Xiaoyaozhen,10,7
590,正宗逍遥镇优质胡辣汤,113.659917,34.875762,743215.9933,3864041.31,Xiaoyaozhen,10,7
591,老吴家逍遥镇胡辣汤,113.675858,34.869364,744692.94,3863370.103,Xiaoyaozhen,10,7
592,李记牛肉胡辣汤,113.672336,34.876757,744348.8942,3864181.979,Others,5,4
593,老白记牛肉胡辣汤,113.670659,34.874186,744203.1269,3863892.557,Others,5,4
594,老杜家逍遥镇胡辣汤,113.670614,34.874067,744199.3633,3863879.24,Xiaoyaozhen,10,7
595,周姐胡辣汤,113.626541,34.865594,740193.0231,3862832.295,Others,5,4
596,李元祯胡辣汤,113.640971,34.865551,741513.075,3862862.232,Others,5,4
597,杨记优质胡辣汤,113.640619,34.85992,741497.352,3862236.459,Others,5,4
598,方永络胡辣汤,113.622116,34.869549,739776.7737,3863260.611,Others,5,4
599,方中山胡辣汤,113.628364,34.868535,740351.2089,3863163.059,Fangzhongshan,9,10
600,程永亮牛肉胡辣汤,113.624246,34.869877,739970.6431,3863302.115,Others,5,4
601,张志华鲜牛肉胡辣汤,113.622358,34.872183,739791.2539,3863553.509,Others,5,4
602,胡辣汤,113.622692,34.872918,739819.6664,3863635.878,Others,5,4
603,逍遥镇高伟胡辣汤,113.57301,34.888357,735231.6236,3865231.378,Xiaoyaozhen,10,7
604,方永结胡辣汤,113.573427,34.888351,735269.773,3865231.692,Others,5,4
605,北舞渡优质炖肉胡辣汤,113.576279,34.894002,735514.4306,3865865.535,Beiwudu,8,6
606,李记胡辣汤,113.793951,34.809449,755680.2288,3857015.509,Others,5,4
607,张老大胡辣汤,113.74406,34.871095,750926.028,3863731.029,Others,5,4
608,何记优质胡辣汤老店,113.743702,34.871236,750892.8538,3863745.781,Others,5,4
609,志刚胡辣汤馆,113.746391,34.870858,751139.9608,3863710.571,Others,5,4
610,正宗逍遥镇牛羊肉胡辣汤,113.746282,34.870984,751129.6073,3863724.282,Xiaoyaozhen,10,7
611,何记特优胡辣汤,113.74489,34.876175,750986.491,3864296.902,Others,5,4
612,方中山胡辣汤,113.802305,34.810907,756440.4126,3857198.659,Fangzhongshan,9,10
613,方团结胡辣汤,113.800831,34.81311,756298.6597,3857439.387,Others,5,4
614,逍遥镇刘老婆胡辣汤豆沫馆,113.80105,34.813414,756317.7631,3857473.686,Xiaoyaozhen,10,7
615,齐中杰胡辣汤,113.801389,34.81254,756351.5027,3857377.553,Others,5,4
616,裴江峰逍遥镇胡辣汤,113.808033,34.812591,756959.4986,3857400.222,Xiaoyaozhen,10,7
617,逍遥镇牛肉胡辣汤,113.800948,34.815585,756301.6965,3857714.371,Xiaoyaozhen,10,7
618,胡辣汤猪蹄,113.805549,34.815039,756724.526,3857665.547,Others,5,4
619,小旭胡辣汤,113.805389,34.81512,756709.6294,3857674.127,Others,5,4
620,正宗逍遥镇牛肉胡辣汤,113.800941,34.816609,756297.8813,3857828,Xiaoyaozhen,10,7
621,小岳胡辣汤店,113.501323,34.81101,728890.5964,3856481.662,Others,5,4
622,春意逍遥镇胡辣汤,113.500974,34.813455,728851.8873,3856752.197,Xiaoyaozhen,10,7
623,老逍遥胡辣汤,113.676132,34.637213,745404.4736,3837606.93,Xiaoyaozhen,10,7
624,逍遥镇丁老三胡辣汤总店,113.677103,34.637316,745493.2348,3837620.727,Xiaoyaozhen,10,7
625,正宗逍遥镇牛肉胡辣汤,113.716679,34.688778,748969.2277,3843429.111,Xiaoyaozhen,10,7
626,正宗逍遥镇纯牛肉胡辣汤,113.715847,34.688452,748893.9358,3843390.872,Xiaoyaozhen,10,7
627,春意源逍遥镇牛肉胡辣汤,113.715791,34.688419,748888.9012,3843387.071,Xiaoyaozhen,10,7
628,逍遥镇单记胡辣汤,113.716758,34.688987,748975.8432,3843452.501,Xiaoyaozhen,10,7
629,红香村牛肉胡辣汤,113.719083,34.68873,749189.7443,3843429.738,Others,5,4
630,时裕胡辣汤豆沫,113.718203,34.690766,749102.9699,3843653.511,Others,5,4
631,牛肉胡辣汤,113.752357,34.722106,752138.572,3847216.776,Others,5,4
632,王树林胡辣汤包子老店,113.712379,34.702485,748534.029,3844939.666,Others,5,4
633,胡辣汤包子老店炸酱面,113.712252,34.702638,748521.931,3844956.332,Others,5,4
634,正宗逍遥镇胡辣汤,113.712355,34.705943,748521.4781,3845323.373,Xiaoyaozhen,10,7
635,方中山胡辣汤,113.733462,34.723442,750403.1359,3847317.797,Fangzhongshan,9,10
636,王记西华一品胡辣汤,113.738265,34.724345,750840.5105,3847429.992,Others,5,4
637,周口逍遥镇珍菌胡辣汤,113.736831,34.725597,750705.329,3847565.36,Xiaoyaozhen,10,7
638,方一坤野山菌胡辣汤,113.733862,34.72602,750432.006,3847604.901,Others,5,4
639,麦香逍遥镇胡辣汤,113.737117,34.727024,750727.2218,3847724.443,Xiaoyaozhen,10,7
640,荆鑫胡辣汤,113.733487,34.729683,750386.5883,3848010.487,Others,5,4
641,方中山胡辣汤,113.706526,34.717062,747954.0328,3846542.956,Fangzhongshan,9,10
642,高群生逍遥胡辣汤,113.705984,34.718287,747900.7057,3846677.568,Xiaoyaozhen,10,7
643,正宗逍遥镇白老四胡辣汤,113.721759,34.71802,749347.0715,3846686.963,Xiaoyaozhen,10,7
644,胡辣汤,113.722315,34.717973,749398.1629,3846683.127,Others,5,4
645,老王家文东胡辣汤,113.721776,34.719405,749344.4675,3846840.712,Others,5,4
646,高老大牛排胡辣汤,113.717621,34.724706,748947.8169,3847418.714,Others,5,4
647,春意逍遥镇牛肉胡辣汤,113.71127,34.723559,748369.3132,3847275.704,Xiaoyaozhen,10,7
648,包子老店牛肉胡辣汤,113.711481,34.723543,748388.6951,3847274.45,Others,5,4
649,正宗逍遥镇老武家珍菌胡辣汤,113.709192,34.724226,748176.9099,3847344.593,Xiaoyaozhen,10,7
650,陈家香胡辣汤,113.712078,34.73747,748401.6859,3848821.539,Others,5,4
651,逍遥镇胡辣汤,113.711346,34.737436,748334.7255,3848815.956,Xiaoyaozhen,10,7
652,野山菌胡辣汤,113.706427,34.7375,747883.8799,3848810.909,Others,5,4
653,逍遥镇王发展胡辣汤,113.70661,34.739473,747894.7468,3849030.323,Xiaoyaozhen,10,7
654,逍遥镇炖肉胡辣汤,113.716203,34.739942,748772.1816,3849106.09,Xiaoyaozhen,10,7
655,沈记高伟胡辣汤,113.716121,34.741758,748759.2208,3849307.427,Others,5,4
656,逍遥八百里胡辣汤,113.714386,34.742541,748597.9289,3849390.028,Xiaoyaozhen,10,7
657,逍遥镇老杨家胡辣汤,113.716754,34.741692,748817.4083,3849301.67,Xiaoyaozhen,10,7
658,方一坤野山菌胡辣汤,113.721825,34.743505,749276.5143,3849515.451,Others,5,4
659,小喜哥牛肉胡辣汤,113.72226,34.749244,749299.1036,3850153.446,Others,5,4
660,逍遥镇牛肉胡辣汤,113.718001,34.74625,748917.9605,3849810.607,Xiaoyaozhen,10,7
661,逍遥镇早点胡辣汤,113.703169,34.741622,747573.0908,3849260.331,Xiaoyaozhen,10,7
662,正宗优质牛肉胡辣汤,113.711268,34.75012,748289.5884,3850223.431,Others,5,4
663,高家优质牛肉胡辣汤,113.730202,34.738727,750058.3311,3849006.011,Others,5,4
664,逍遥镇牛肉胡辣汤,113.751141,34.738203,751978.2385,3849000.185,Xiaoyaozhen,10,7
665,逍遥镇老杨家胡辣汤,113.747942,34.74092,751676.9139,3849293.7,Xiaoyaozhen,10,7
666,新宴逍遥镇胡辣汤豆沫馆,113.747807,34.740929,751664.5189,3849294.361,Xiaoyaozhen,10,7
667,李记逍遥镇胡辣汤,113.739905,34.742198,750936.7592,3849415.424,Xiaoyaozhen,10,7
668,方永结胡辣汤中式快餐烩面,113.741561,34.741685,751090.02,3849362.629,Others,5,4
669,王老婆胡辣汤,113.748227,34.743806,751694.2614,3849614.706,Others,5,4
670,李记胡辣汤,113.745964,34.749827,751468.6834,3850277.253,Others,5,4
671,方中山胡辣汤,113.730158,34.742079,750044.191,3849377.908,Fangzhongshan,9,10
672,十五味胡辣汤,113.730279,34.744355,750048.411,3849630.8,Others,5,4
673,方一坤野山菌胡辣汤,113.730213,34.744263,750042.6423,3849620.426,Others,5,4
674,方一坤野山菌胡辣汤,113.730225,34.744216,750043.8834,3849615.24,Others,5,4
675,逍遥镇王老二牛肉胡辣汤,113.733037,34.741365,750310.0933,3849305.839,Xiaoyaozhen,10,7
676,方永结胡辣汤,113.730179,34.750328,750021.2331,3850293.438,Others,5,4
677,高掌门逍遥胡辣汤,113.730184,34.749384,750024.5388,3850188.685,Xiaoyaozhen,10,7
678,蔡老三逍遥镇胡辣汤,113.730133,34.753044,750008.8262,3850594.746,Xiaoyaozhen,10,7
679,高春伟胡辣汤,113.736102,34.753288,750554.8392,3850636.704,Others,5,4
680,逍遥镇高记胡辣汤,113.732877,34.753315,750259.3536,3850631.658,Xiaoyaozhen,10,7
681,清真逍遥镇杨二产胡辣汤,113.733473,34.753849,750312.3331,3850692.407,Xiaoyaozhen,10,7
682,方中山胡辣汤,113.742301,34.759708,751103.201,3851364.689,Fangzhongshan,9,10
683,徐记特色胡辣汤油条,113.712146,34.755312,748354.4545,3850801.811,Others,5,4
684,方源远胡辣汤,113.710759,34.755984,748225.3989,3850872.959,Others,5,4
685,原汁牛肉胡辣汤,113.709021,34.757565,748061.4746,3851044.123,Others,5,4
686,方中山胡辣汤,113.709269,34.759755,748077.6325,3851287.782,Fangzhongshan,9,10
687,方一坤野山菌胡辣汤,113.706106,34.757695,747794.0931,3851051.352,Others,5,4
688,北舞渡马记炖肉胡辣汤,113.706225,34.759754,747798.8346,3851280.153,Beiwudu,8,6
689,逍遥镇胡辣汤,113.70599,34.759338,747778.555,3851233.405,Xiaoyaozhen,10,7
690,方中山胡辣汤,113.718795,34.751401,748975.2221,3850384.234,Fangzhongshan,9,10
691,北舞渡胡辣汤,113.716394,34.755238,748743.7738,3850804.114,Beiwudu,8,6
692,方家味道胡辣汤,113.720068,34.757851,749072.4415,3851103.214,Others,5,4
693,开封白胡辣汤碗蒸豆腐脑,113.718449,34.7556,748930.9152,3850849.382,Others,5,4
694,毛老大逍遥镇牛肉胡辣汤总部,113.706457,34.764049,747807.2362,3851757.385,Xiaoyaozhen,10,7
695,鬼冒火胡辣汤豆腐脑粥,113.709999,34.765597,748126.9953,3851937.931,Others,5,4
696,方中山胡辣汤,113.711633,34.76735,748271.3891,3852136.52,Fangzhongshan,9,10
697,信阳大众快餐胡辣汤,113.710393,34.770112,748149.5522,3852439.981,Others,5,4
698,李记胡辣汤,113.755625,34.740817,752381.0849,3849301.548,Others,5,4
699,方中山胡辣汤,113.756918,34.743829,752490.3665,3849639.074,Fangzhongshan,9,10
700,天津特色包子胡辣汤,113.755404,34.743957,752351.2805,3849649.474,Others,5,4
701,逍遥镇胡辣汤,113.753118,34.74574,752136.439,3849841.612,Xiaoyaozhen,10,7
702,荆鑫胡辣汤,113.75911,34.741427,752698.4955,3849378.01,Others,5,4
703,逍遥镇胡辣汤,113.758082,34.740937,752605.8114,3849321.043,Xiaoyaozhen,10,7
704,王记手擀面逍遥镇胡辣汤,113.753125,34.745932,752136.4963,3849862.938,Xiaoyaozhen,10,7
705,刘记胡辣汤牛肉面,113.754608,34.749594,752261.2039,3850273.075,Others,5,4
706,逍遥镇胡辣汤,113.751255,34.748313,751957.954,3850122.49,Xiaoyaozhen,10,7
707,方中山胡辣汤,113.776293,34.746679,754256.5588,3850004.255,Fangzhongshan,9,10
708,粥道胡辣汤,113.776673,34.749715,754282.0549,3850342.158,Others,5,4
709,王志光胡辣汤,113.776014,34.749513,754222.308,3850318.071,Others,5,4
710,高群生逍遥胡辣汤,113.759476,34.751809,752700.3729,3850531.14,Xiaoyaozhen,10,7
711,灿哥胡辣汤总店,113.774414,34.767294,754021.2214,3852287.394,Others,5,4
712,岑府逍遥名镇胡辣汤八宝粥,113.768313,34.772136,753447.6513,3852809.345,Xiaoyaozhen,10,7
713,逍遥名镇营养早饭.胡辣汤,113.768364,34.772328,753451.7341,3852830.782,Xiaoyaozhen,10,7
714,张中方胡辣汤店,113.77391,34.773345,753956.5071,3852957.672,Others,5,4
715,方中山胡辣汤,113.773114,34.772842,753885.154,3852899.834,Fangzhongshan,9,10
716,杨府合流镇胡辣汤,113.771018,34.772696,753693.6548,3852878.33,Others,5,4
717,逍遥镇李老大胡辣汤,113.773039,34.775642,753869.701,3853210.394,Xiaoyaozhen,10,7
718,逍遥镇胡辣汤,113.77294,34.775581,753860.8221,3853203.374,Xiaoyaozhen,10,7
719,北舞渡胡辣汤畅和街店,113.77549,34.779472,754082.396,3853641.66,Beiwudu,8,6
720,张记逍遥镇优质牛肉胡辣汤,113.768017,34.776332,753407.7027,3853274.278,Xiaoyaozhen,10,7
721,祭城胡辣汤麻糖馆,113.76672,34.776588,753288.1487,3853299.415,Others,5,4
722,老郭家-胡辣汤-焖面-黄焖鸡,113.766977,34.777004,753310.4103,3853346.233,Others,5,4
723,逍遥镇胡辣汤,113.774879,34.78323,754014.9149,3854057.185,Xiaoyaozhen,10,7
724,早饭胡辣汤,113.704098,34.772115,747567.0761,3852646.728,Others,5,4
725,逍遥红胡辣汤,113.704451,34.775729,747588.597,3853048.68,Xiaoyaozhen,10,7
726,代贯辉胡辣汤,113.704326,34.777338,747572.3395,3853226.939,Others,5,4
727,方一坤野山菌胡辣汤,113.704397,34.777301,747578.9517,3853223.008,Others,5,4
728,胡辣汤八宝粥水煎包菜角,113.705146,34.7838,747628.0984,3853946.116,Others,5,4
729,方中山胡辣汤,113.740342,34.78172,750857.0894,3853802.707,Fangzhongshan,9,10
730,逍遥于婉君胡辣汤,113.52691,34.708026,731520.0912,3845111.789,Xiaoyaozhen,10,7
731,张向兵逍遥镇滋补胡辣汤,113.528955,34.707162,731709.9122,3845020.619,Xiaoyaozhen,10,7
732,正宗逍遥镇李水长胡辣汤,113.527138,34.710362,731534.4708,3845371.548,Xiaoyaozhen,10,7
733,逍遥镇李三军胡辣汤,113.527131,34.709748,731535.5418,3845303.394,Xiaoyaozhen,10,7
734,逍遥镇老李家胡辣汤,113.526955,34.709653,731519.6779,3845292.447,Xiaoyaozhen,10,7
735,逍遥镇优质胡辣汤,113.660758,34.657968,743933.4411,3839872.897,Xiaoyaozhen,10,7
736,陈记滋补胡辣汤,113.660872,34.657697,743944.6899,3839843.099,Others,5,4
737,郜记北舞渡牛肉胡辣汤,113.661221,34.6923,743875.1455,3843684.089,Beiwudu,8,6
738,春意逍遥镇牛肉胡辣汤,113.659602,34.692599,743725.8647,3843713.347,Xiaoyaozhen,10,7
739,老常家胡辣汤,113.668148,34.692762,744508.7406,3843752.181,Others,5,4
740,单记逍遥镇优质胡辣汤,113.667003,34.69405,744399.9962,3843892.337,Xiaoyaozhen,10,7
741,豫小胖胡辣汤,113.66559,34.692703,744274.4393,3843739.417,Others,5,4
742,高掌门逍遥胡辣汤,113.667961,34.694036,744487.8496,3843893.112,Xiaoyaozhen,10,7
743,方中山胡辣汤,113.67028,34.695359,744696.516,3844045.576,Fangzhongshan,9,10
744,郑记小笼包胡辣汤黄焖鸡,113.667612,34.696151,744449.6346,3844126.981,Others,5,4
745,北舞渡桥头炖肉胡辣汤,113.665799,34.696321,744282.9557,3844141.442,Beiwudu,8,6
746,逍遥镇胡辣汤,113.677329,34.696854,745338.2156,3844228.664,Xiaoyaozhen,10,7
747,禾生香胡辣汤热干面,113.677292,34.696912,745334.6528,3844235.01,Others,5,4
748,老方家胡辣汤,113.672924,34.695926,744937.1944,3844114.937,Others,5,4
749,方磊胡辣汤,113.673152,34.695966,744957.9749,3844119.932,Others,5,4
750,北舞渡吕大召胡辣汤,113.697398,34.702167,747161.913,3844867.443,Beiwudu,8,6
751,霸气高老大牛排胡辣汤,113.6994,34.70359,747341.1648,3845030.289,Others,5,4
752,逍遥镇容记胡辣汤,113.698584,34.716718,747227.2733,3846485.214,Xiaoyaozhen,10,7
753,方中山胡辣汤,113.690208,34.722807,746441.6322,3847140.391,Fangzhongshan,9,10
754,怼碗胡辣汤,113.690687,34.723362,746483.8745,3847203.159,Others,5,4
755,方芯客胡辣汤,113.693816,34.721641,746775.704,3847019.844,Others,5,4
756,闪长雨北舞渡炖肉胡辣汤,113.691516,34.725047,746554.8283,3847392.192,Beiwudu,8,6
757,清真回族牛肉胡辣汤,113.690172,34.724876,746432.1879,3847369.918,Others,5,4
758,优质胡辣汤,113.690179,34.724792,746433.0788,3847360.613,Others,5,4
759,老闫家牛肉胡辣汤,113.682291,34.722698,745716.5155,3847108.907,Others,5,4
760,老吴家胡辣汤,113.682344,34.722748,745721.2238,3847114.586,Others,5,4
761,胡辣汤慢熬粥,113.678527,34.725796,745362.4557,3847443.521,Others,5,4
762,老王家滋补牛肉胡辣汤,113.678375,34.724722,745351.7046,3847323.959,Others,5,4
763,徐记牛肉胡辣汤,113.687579,34.726908,746188.5653,3847589.071,Others,5,4
764,田氏油饼胡辣汤,113.687607,34.726545,746192.2081,3847548.854,Others,5,4
765,珍记珍菌胡辣汤,113.680588,34.727926,745544.9945,3847684.94,Others,5,4
766,刘记鸡丝胡辣汤,113.682161,34.727409,745690.6515,3847631.409,Others,5,4
767,老徐家逍遥镇胡辣汤,113.680085,34.729427,745494.4649,3847850.29,Xiaoyaozhen,10,7
768,刘一勺逍遥镇优质胡辣汤,113.655374,34.713223,743277.8783,3845991.907,Xiaoyaozhen,10,7
769,逍遥镇胡辣汤,113.65972,34.7171,743664.7649,3846432.695,Xiaoyaozhen,10,7
770,豫膳煌胡辣汤,113.661884,34.717079,743863.1274,3846435.613,Others,5,4
771,杨红军牛羊肉胡辣汤,113.66481,34.720806,744120.2909,3846856.331,Others,5,4
772,逍遥香胡辣汤,113.664932,34.721131,744130.5138,3846892.696,Xiaoyaozhen,10,7
773,逍遥镇胡辣汤,113.653519,34.71731,743095.9139,3846440.984,Xiaoyaozhen,10,7
774,李辉逍遥镇牛肉胡辣汤,113.652998,34.717282,743048.2537,3846436.616,Xiaoyaozhen,10,7
775,老碗面·北舞渡胡辣汤,113.658559,34.717189,743558.114,3846439.758,Beiwudu,8,6
776,何记逍遥镇胡辣汤,113.656768,34.719173,743388.1748,3846655.599,Xiaoyaozhen,10,7
777,逍遥镇高记胡辣汤,113.656848,34.725404,743377.2278,3847347.295,Xiaoyaozhen,10,7
778,徐记优质胡辣汤,113.655206,34.725006,743227.9432,3847299.15,Others,5,4
779,刘记牛肉胡辣汤,113.660397,34.723279,743708.6541,3847120.068,Others,5,4
780,逍遥镇张记胡辣汤,113.661982,34.72302,743854.648,3847095.17,Xiaoyaozhen,10,7
781,老逍遥胡辣汤,113.660034,34.723472,743674.8258,3847140.607,Xiaoyaozhen,10,7
782,老朱家逍遥镇胡辣汤,113.633076,34.697533,741280.079,3844196.94,Xiaoyaozhen,10,7
783,张记胡辣汤豆沫,113.632693,34.697786,741244.2394,3844224.098,Others,5,4
784,赵家滋补胡辣汤,113.651075,34.693887,742940.4853,3843835.653,Others,5,4
785,苏记炖肉胡辣汤,113.652208,34.693682,743044.9378,3843815.64,Others,5,4
786,逍遥镇八百里胡辣汤,113.648547,34.696969,742699.7585,3844171.58,Xiaoyaozhen,10,7
787,群喜逍遥八百里胡辣汤,113.648486,34.696983,742694.1264,3844172.987,Xiaoyaozhen,10,7
788,孙贯忠胡辣汤大刀手擀面,113.650791,34.707494,742874.6522,3845345.034,Others,5,4
789,杨孝业特优滋补胡辣汤,113.641051,34.70885,741978.0629,3845472.031,Others,5,4
790,老徐家胡辣汤,113.644307,34.708097,742278.6563,3845396.308,Others,5,4
791,逍遥镇杨秋花胡辣汤,113.632968,34.703294,741253.4425,3844836.017,Xiaoyaozhen,10,7
792,春意源逍遥镇胡辣汤,113.632888,34.703893,741244.3701,3844902.301,Xiaoyaozhen,10,7
793,白老五炖肉胡辣汤,113.63182,34.706035,741140.2665,3845137.451,Others,5,4
794,方一坤野山菌胡辣汤,113.633248,34.706909,741268.5996,3845237.87,Others,5,4
795,方中山胡辣汤,113.628546,34.711844,740823.3597,3845774.266,Fangzhongshan,9,10
796,清真高老大牛排胡辣汤,113.628534,34.711859,740822.2165,3845775.902,Others,5,4
797,方中山胡辣汤,113.640853,34.714491,741943.4744,3846097.576,Fangzhongshan,9,10
798,牛会敏胡辣汤,113.641564,34.715386,742006.0198,3846198.613,Others,5,4
799,强强牛肉胡辣汤,113.650348,34.712518,742819.3564,3845901.515,Others,5,4
800,泉博逍遥镇牛肉胡辣汤,113.650745,34.715651,742846.5707,3846250.166,Xiaoyaozhen,10,7
801,真回族胡辣汤,113.649741,34.715476,742755.0785,3846228.32,Others,5,4
802,二十五味胡辣汤,113.648119,34.725092,742578.3293,3847291.563,Others,5,4
803,老字号李霞胡辣汤,113.64512,34.728541,742293.4662,3847667.088,Others,5,4
804,越洋炖肉胡辣汤,113.643399,34.730669,742129.5711,3847899.099,Others,5,4
805,张魁胡辣汤店,113.631949,34.722869,741103.1826,3847005.944,Others,5,4
806,方大同胡辣汤,113.631032,34.724895,741013.2733,3847228.584,Others,5,4
807,张彪胡辣汤,113.636414,34.72147,741516.379,3846861.409,Others,5,4
808,方秀华优质胡辣汤,113.636088,34.722386,741483.8415,3846962.281,Others,5,4
809,方中山胡辣汤,113.636073,34.723928,741477.9791,3847133.371,Fangzhongshan,9,10
810,郑洪伟牛排胡辣汤,113.636439,34.726508,741504.0047,3847420.572,Others,5,4
811,高老大一品胡辣汤,113.631092,34.726564,741013.9223,3847413.949,Others,5,4
812,逍遥镇牛排胡辣汤,113.632511,34.730376,741132.8572,3847840.398,Xiaoyaozhen,10,7
813,杨洪伟胡辣汤,113.626481,34.713285,740629.9431,3845929.238,Others,5,4
814,家香汇老练胡辣汤豆沫,113.628476,34.712879,740813.9421,3845888.959,Others,5,4
815,方一鲜胡辣汤,113.62647,34.713746,740627.5986,3845980.372,Others,5,4
816,老王家胡辣汤,113.623312,34.715186,740334.0328,3846132.623,Others,5,4
817,周老三胡辣汤,113.627286,34.718135,740689.6473,3846469.403,Others,5,4
818,杨记胡辣汤,113.620635,34.718379,740079.4826,3846480.573,Others,5,4
